 1083 490.76 587.46 15.679  0.437  0.663 I791, F55, P53, R238, O17
 1089 250.88 590.63 19.413  1.545  1.755
 1091 143.73 591.25 17.912  0.985  1.297
 1092 261.18 591.52 15.012  1.580  1.831 P11, O23
 1094 349.90 591.79 15.775  1.401  1.666 P289, R234, O22
 1102 478.66 596.80 17.149  0.817  1.069 P244, R244
 1107 404.73 597.97 18.156  1.093  1.310 P252, R240, O18
 1109 471.10 598.91 14.785  0.427  0.605 P51, R247
 1110 310.85 599.76 19.393  1.297  1.530 R237
 1114 430.27 600.73 14.630  0.436  0.611 I800, P38, R245, O19
 1117 217.19 601.46 16.595  0.781  1.023
 1123 395.36 603.74 16.015  0.541  0.697 P27, R246, O21
 1129 266.41 608.63 19.713  1.389  1.534
 1131 379.70 608.30 15.707  0.532  0.694 P26, R250, O20
 1132 316.27 608.91 17.027  1.315  1.578 P290, R243
 1133 462.89 608.97 17.243  1.010  1.210 P105, R252
 1135 310.43 612.05 18.289  0.986  1.461 R248
 1136 463.06 612.08 19.166  1.508  1.736
 1137 466.59 612.94 17.225  0.843  1.041 P248, R255
 1139 453.25 613.94 19.051  1.035  1.527 R257
 1141 372.85 616.00 18.925  1.117  1.389 R253
 1142 307.68 616.23 18.886  1.557  1.847
 1146 202.21 617.28 16.988  1.702  1.969
 1148 392.25 617.98 18.906  1.098  1.369 P288, R254
 1149 238.59 619.17 15.743  0.781  1.002 F7, Pd
 1150 454.17 619.78 14.631  1.523  1.739 I806, P50, R266
 1153 204.45 622.10 17.679  1.244  1.518
 1155 174.84 623.64 16.685  0.716  0.959
 1156 325.40 624.14 19.991  1.318  1.628 R256
 1158 139.61 625.63 20.712         1.885
 1159 363.27 625.67 17.735  0.984  1.187 P287, R263
 1162 211.97 627.75 19.156  1.181  1.455
 1166 171.08 629.39 19.124  1.394  1.598
 1167 466.03 629.22 15.814  0.959  1.140 P49, R272, O25
 1170 317.23 629.82 20.027  1.266  1.602 R265
 1175 209.39 630.95 19.396  1.035  1.413
 1176 406.49 631.39 13.517  0.396  0.572 I811, F20, PO, R269, O30
 1178 446.50 632.54 18.238  1.212  1.460 P133, R275, O35
 1183 253.57 633.69 20.122  1.554  1.988
 1184 466.10 634.27 18.599  1.124  1.394 R277
 1186 176.43 636.02 19.051  0.971  1.279
 1187 358.24 636.45 14.554  0.464  0.648 I814, F31, PV, R271, O36
 1189 487.76 637.40 16.818  0.759  0.961 P106, R283, O28
 1199 500.46 640.94 16.719  0.798  0.970 P107, R287, O26
 1200 239.55 641.96 18.708  1.243  1.426
 1204 375.01 643.94 16.121  0.637  0.829 P286, R281, O38
 1205 500.69 643.73 19.649  1.201  1.452
 1208 491.83 645.80 18.491  1.097  1.446
 1209 494.01 646.42 17.951  0.966  1.391 P280, R293
 1210 292.89 647.58 17.948  1.015  1.298 P198, O42
 1212 289.60 648.40 19.180  1.167  1.449
 1215 203.34 649.90 18.081  1.103  1.376
 1218 415.11 650.70 19.134  1.233  1.397 R289
 1220 196.97 651.26 19.391  1.092  1.405
 1221 355.61 651.89 19.330  1.404  1.582 R286
 1222 465.38 652.41 19.999  1.419  1.611 R297
 1223 434.60 652.92 17.493  1.001  1.230 P282, R295
 1227 219.73 653.62 18.421  1.188  1.533
 1229 328.46 655.57 17.689  1.244  1.467 P199, R288, O40
 1232 459.98 656.44 17.567  0.941  1.167 P281, R301, O27
 1233 409.53 656.22 17.724  0.955  1.171 P284, R296, O34
 1234 443.75 657.15 18.976  1.117  1.418
 1235 488.81 657.06 18.411  1.324  1.496 R305
 1237 406.68 658.85 20.640  1.152  1.763
 1240 377.32 660.16 19.103  1.273  1.518 R298
 1241 440.89 660.47 15.395  0.563  0.753 F49, P37, R304, O32
 1242 171.74 661.18 20.867  0.963  1.540
 1244 202.33 662.59 15.803  0.530  0.723 P1
 1248 183.78 665.94 18.579  1.039  1.294
 1250 375.50 666.55 17.918  0.957  1.229 R307
 1256 386.90 668.37 14.738  0.456  0.624 F34, PZ, R310, O37
 1259 330.64 671.02 17.659  0.919  1.159 R308, O41
 1263 359.39 671.99 17.554  1.137  1.358 R311, O39
 1265 350.00 674.13 19.206  1.574  1.908 R313
 1266 437.98 674.08 13.712  0.395  0.586 I831, F23, P36, R315, O31
 1267 286.56 674.31 19.675  1.301  1.529
 1270 432.26 677.51 16.762  1.201  1.390 R317
 1271 224.71 678.49 15.936  0.710  0.912 P7
 1272 298.42 678.77 18.355  1.063  1.286 P196, O43
 1273 444.76 680.03 16.660  0.720  0.919 R323
 1275 405.72 681.08 16.288  0.613  0.766 R319, O53
 1276 232.45 681.29 16.853  0.923  1.159
 1278 412.70 682.71 19.153  1.284  1.461 R324
 1281 143.90 684.87 20.170  1.001  1.510
 1282 362.81 685.29 18.770  1.199  1.438 R321, O57
 1284 349.79 685.89 19.154  1.113  1.499 R320
 1286 252.99 686.28 18.405  1.234  1.511 P200, O44
 1287 424.01 686.68 15.859  1.032  1.264 P35, R330
 1288 393.74 687.13 16.485  1.019  1.210 R327, O54
 1289 143.96 688.78 19.442  1.073  1.261
 1290 498.75 689.67 15.266  0.864  1.053 P48, R336, O48
 1294 319.55 691.74 15.982  0.558  0.714 P17, R325, O59
 1295 428.61 692.30 15.611  0.516  0.683 F57, P34, R333
 1296 321.37 694.22 19.971  1.104  1.465
 1300 234.82 697.46 17.514  1.301  1.524
 1301 207.82 697.93 17.437  1.117  1.365
 1302 240.87 698.54 18.503  1.087  1.338
 1304 257.92 699.26 18.232  1.155  1.311
 1305 224.88 700.26 17.406  1.055  1.296 P138
 1306 417.10 700.58 14.410  0.420  0.568 I835, F29, P100, R339, O51
 1308 279.93 701.37 18.710  1.138  1.395
 1310 231.31 701.47 16.293  0.936  1.162
 1311 340.13 701.89 16.785  1.141  1.298 P137, R335, O60
 1313 223.86 702.18 16.328  0.633  0.857
 1314 174.66 702.83 17.891  1.152  1.438
 1316 290.75 703.02 19.684  1.253  1.571
 1317 185.44 705.34 18.627  1.334  1.515
 1318 265.75 706.71 15.986  0.717  0.936 P10, O65
 1319 476.47 707.21 17.853  1.752  1.988 P149, O50
 1321 274.13 708.83 18.718  1.083  1.363
 1322 466.01 708.88 16.502  1.728  1.974 P148, O49
 1324 197.83 710.29 19.910  0.917  1.333
 1325 238.21 710.41 19.110  1.237  1.493
 1331 274.04 714.31 19.403  1.559  1.792
 1332 396.37 714.75 18.196  1.052  1.239 O56
 1335 424.09 716.24 17.453  1.708  1.991 P134, O52
 1337 181.15 717.07 18.311  1.241  1.491
 1340 315.49 719.24 18.662  0.919  1.185 O61
 1341 243.68 721.83 18.173  1.227  1.517
 1342 509.76 722.16 19.529  0.917  1.825
 1343 337.43 722.17 17.569  0.868  1.152
 1344 483.55 722.43 18.731  1.136  1.329
 1348 290.55 724.63 18.917  1.217  1.554 O64
 1349 335.79 724.99 15.447  0.555  0.729 I843, F50, P16, O58
 1351 493.73 725.55 19.353  1.146  1.430
 1352 371.49 726.03 17.941  0.997  1.225 O55
 1353 427.76 725.99 17.922  0.877  1.073 P135, O76
 1354 460.48 726.19 18.527  1.363  1.539 O71
 1355 273.53 726.86 15.393  1.692  1.921 P9, O62
 1356 158.62 726.98 15.308  0.533  0.724
 1358 440.62 727.85 14.255  0.535  0.726 I847, F27, PS, O72
 1359 338.08 728.47 19.916  1.216  1.549
 1361 166.33 729.49 18.187  1.013  1.294
 1362 242.37 730.09 19.619  1.177  1.616
 1363 471.50 729.90 17.839  1.083  1.281 O69
 1365 404.11 730.13 18.051  1.006  1.245 O78
 1367 211.77 731.21 13.430  0.357  0.540
 1369 307.73 732.59 19.266  1.140  1.442
 1370 282.71 732.74 19.402  1.213  1.536
 1376 236.53 736.09 16.025  0.849  1.068 P6
 1378 326.12 740.37 17.880  1.258  1.409 O79
 1382 268.98 741.58 18.657  1.572  1.834
 1383 298.21 742.39 17.329  1.679  1.941 P192, O81
 1385 381.39 742.50 18.394  1.078  1.279
 1388 424.32 744.11 17.314  0.983  1.212 O74
 1390 184.81 745.82 15.983  0.599  0.757
 1392 355.19 747.06 18.789  1.722  1.983
 1393 501.05 748.32 17.023  0.870  1.108 P150, O67
 1395 436.87 751.20 17.684  1.041  1.228 P136, O75
 1397 366.31 752.04 15.976  0.721  0.962 P21, O77
 1399 334.20 753.57 19.835  1.429  1.602
 1400 457.64 755.60 19.172  1.317  1.677
 1401 470.31 756.03 17.639  1.111  1.383 O68
 1404 192.53 759.55 17.332  0.859  1.096
 1405 430.94 760.09 16.113  1.128  1.215 O73
 1411 224.51 762.48 17.820  1.093  1.410
 1414 498.70 762.80 18.371  1.269  1.449 O70
 1416 143.27 764.24 19.194  1.004  1.353
 1419 311.23 765.69 20.275  1.256  1.510
 1420 197.71 766.16 15.869  0.614  0.823
 1425 172.66 770.12 17.676  0.985  1.275
 1426 488.93 773.14 19.247  1.703  1.851
 1427 194.34 773.52 18.606  1.361  1.587
 1430 343.66 774.38 18.695  1.131  1.421 P195
 1431 219.76 775.75 18.911  1.092  1.357
 1432 317.24 776.30 15.615  0.542  0.689 P190, O80
 1437 395.63 780.71 17.692  1.475  1.696
 1438 420.44 781.58 17.948  1.163  1.336
 1442 260.67 783.21 18.78   1.020  1.232 P193
 1443 466.20 783.65 19.229  1.437  1.521
 1444 183.22 783.08 20.362  1.232  1.610
 1447 491.63 784.57 16.055  0.807  1.045 P47, O83
 1451 215.46 786.39 19.853  1.316  1.673
 1452 395.75 786.49 15.544  0.637  0.878 F53, P25
 1453 159.69 786.36 20.313  1.036  1.528
 1454 511.29 787.19 19.854  1.462  1.458
 1455 418.82 788.62 16.666  0.923  1.161 O85
 1458 240.07 789.89 19.696  1.075  1.569
 1459 193.73 789.95 18.587  1.012  1.253
 1461 143.36 791.14 19.614  1.165  1.354
 1462 428.52 791.10 16.628  1.032  1.247 O86
 1464 375.57 793.15 18.676  1.222  1.388 O89
 1465 315.84 794.41 18.600  0.956  1.290
 1466 272.92 795.11 19.045  1.256  1.598
 1475 295.03 802.68 18.167  1.173  1.392 P191, O91
 1476 499.28 805.07 18.490  1.311  1.431 O84
 1482 442.40 807.79 19.565  1.399  1.722
 1483 188.02 807.86 16.345  0.905  1.141
 1484 384.30 807.99 18.974  1.151  1.409
 1485 503.97 808.77 18.721  1.406  1.487
 1487 203.61 809.52 19.596  1.194  1.459
 1488 378.60 810.21 19.394  1.178  1.502
 1491 321.29 813.39 17.582  0.967  1.200 P189, O90
 1492 428.91 814.22 17.810  0.921  1.181 O87
 1494 187.09 814.87 16.255  0.571  0.734
 1501 161.56 818.40 16.415  1.540  1.825
 1505 204.70 820.11 19.153  0.311  3.909
 1506 373.06 820.59 15.771  0.996  1.116 P20, O88
 1508 403.45 822.04 19.493  1.615  1.868
 1510 286.90 822.22 18.437  1.074  1.310 P194, O92
 1514 430.91 825.83 19.952  1.215  1.628
 1521 428.53 829.40 19.488  1.270  1.441
 1524 233.46 833.47 19.143  1.313  1.511
 1526 420.86 834.16 20.642  1.322  1.659
 1527 497.33 834.58 16.104  0.709  0.915 P185, O94
 1531 303.53 836.13 18.896  1.586  1.789
 1539 170.69 841.98 19.795  1.112  1.538
 1542 240.93 842.87 18.551  1.079  1.406
 1544 222.46 845.97 19.288  1.120  1.467
 1545 295.73 845.77 18.015  1.075  1.269 O101
 1546 201.69 846.09 17.982  0.880  1.102
 1551 430.03 848.44 15.803  0.584  0.798 P33, O95
 1554 249.95 848.99 19.136  1.113  1.577
 1555 177.66 850.38 20.282  1.501  1.642
 1556 421.58 850.16 18.725  1.204  1.441
 1557 414.79 850.53 15.784  0.692  0.900 P32, O96
 1560 224.05 853.00 20.441  1.256  1.569
 1561 488.78 854.13 19.910  1.610  1.837
 1562 364.40 855.61 14.154  0.781  0.913 I883, F26, PT, O98
 1565 334.01 857.39 16.749  0.765  0.980 O99
 1566 202.38 858.72 18.730  1.069  1.325
 1568 370.87 861.64 18.362  1.446  1.660
 1569 187.16 863.12 19.293  1.178  1.486
 1572 298.93 863.82 17.751  1.178  1.393 O100
 1578 372.75 866.41 17.693  0.999  1.222
 1580 355.34 866.51 18.695  1.145  1.462
 1582 520.30 866.93 18.759  0.912  1.760 P187
 1584 399.89 868.56 19.821  1.255  1.504
 1588 367.05 870.18 19.603  1.265  1.634
 1589 379.80 869.91 18.751  1.311  1.626
 1592 288.71 871.38 19.747  1.227  1.530
 1596 480.41 875.32 16.763  0.760  0.935 P188, O103
 1601 278.14 876.03 19.724  1.784  2.099
 1604 337.34 879.36 19.585  1.323  1.635
 1607 310.06 882.31 19.803  1.231  1.525
 1608 395.81 881.92 19.381  1.151  1.434
 1612 302.97 884.40 17.128  1.162  1.290 O108
 1615 520.40 887.01 18.819  1.777  1.905
 1617 169.06 888.71 19.679  1.135  1.490
 1620 279.78 889.60 18.799  1.144  1.358
 1621 372.04 890.74 15.706  1.907  2.117 O105
 1622 379.10 890.79 19.344  1.540  1.777
 1623 244.57 890.81 18.291  1.037  1.284
 1633 283.66 899.56 15.339  1.943  2.121 O107
 1634 188.94 899.91 19.025  1.186  1.525
 1637 453.92 901.33 15.252  0.512  0.690 O104
 1639 307.38 903.41 20.858  1.245  1.777
 1640 265.47 903.94 17.368  1.024  1.266 O109
 1641 336.65 903.99 19.184  1.133  1.468
 1642 399.20 904.66 18.905  1.267  1.519
 1643 509.83 905.77 20.280  1.312  1.690
 1644 462.06 905.83 17.020  1.157  1.270
 1646 260.43 907.59 20.249  1.407  1.563
 1647 342.16 907.69 17.943  1.132  1.330 O106
 1650 433.83 909.96 19.432  1.248  1.594
 1651 401.59 910.36 19.176  1.483  1.914
 1654 393.88 911.68 19.785  1.979  2.799
 1660 220.26 915.73 15.867  1.179  1.342
 1667 355.40 920.08 19.941  1.229  1.598
 1668 371.14 920.66 20.132  1.470  1.826
 1669 498.51 922.07 16.472  1.084  1.318 O112
 1670 320.13 922.45 17.803  1.739  1.976 O116
 1674 453.04 923.93 19.489  1.224  1.562
 1675 172.04 924.49 16.297  0.595  0.800
 1677 361.93 924.94 17.563  1.168  1.326 O115
 1689 153.07 931.42 15.250  0.538  0.604
 1691 209.76 935.14 16.164  0.849  1.040
 1692 481.72 935.29 19.222  1.309  1.524
 1697 412.21 937.82 17.390  1.083  1.333 O114
 1698 399.96 938.44 19.466  1.315  1.522
 1700 254.43 939.32 19.862  1.399  1.671
 1709 234.61 946.37 18.238  1.046  1.551
 1711 218.64 948.61 16.471  1.871  2.120
 1713 152.91 950.09 16.972  1.400  1.516
 1714 204.67 951.51 19.163  1.172  1.461
 1715 275.53 951.70 20.202  1.171  1.594
 1717 462.29 952.96 20.452  0.969  1.795
 1718 193.30 952.85 18.729  0.727  0.968
 1723 334.55 957.40 19.378  1.277  1.580
 5001 223.56 393.77 21.028         2.060
 5002 167.93 401.21 20.607  0.919  1.669
 5003 463.57 376.87 19.438  1.476  1.375
 5004 219.57 397.32 20.948  1.009  2.424
 5005 176.14 401.59 21.804         1.792
 5006 430.40 380.71 20.021  1.465  1.563
 5007 453.23 379.21 20.815         1.580
 5008 421.57 383.10 20.067  1.312  1.736
 5009 157.16 405.00 20.505  0.839  1.550
 5010 372.09 387.50 20.911  0.569  1.629
 5011 162.88 406.60 21.478         2.290
 5012 416.41 386.63 22.224         2.090
 5013 367.61 391.41 19.933  1.195  1.833
 5014 187.59 406.92 19.559  1.648  2.447
 5015 166.98 411.75 21.376         1.746
 5016 226.59 406.93 20.743  1.227  1.653
 5017 284.34 402.17 20.793         1.732
 5018 224.75 407.10 21.525         1.621
 5019 392.19 394.45 20.477  1.641  1.701
 5020 205.94 413.22 20.477  1.296  2.802
 5021 260.34 409.21 21.124         1.454
 5022 147.40 419.08 21.391  0.830  1.208
 5023 283.32 410.43 20.678         1.750
 5024 397.81 401.51 21.630         2.401
 5025 189.58 421.08 21.113         2.679
 5026 384.41 405.15 21.660         1.828
 5027 223.16 418.79 22.325         1.757
 5028 291.33 413.42 20.379  1.142  1.626
 5029 386.48 406.71 19.698  1.341  1.491
 5030 319.08 413.47 20.913  1.103  1.691
 5031 192.53 424.58 21.352  0.896  2.437
 5032 321.24 414.19 20.768         2.734
 5033 222.46 423.87 18.888  1.204  1.731
 5034 431.22 406.71 20.516  1.165  1.651
 5035 397.74 409.51 20.866  0.922  1.906
 5036 202.62 425.72 21.832  0.611  1.384
 5037 132.00 433.95 21.693         1.868
 5038 378.74 413.56 21.278  0.660  1.787
 5039 413.51 411.47 22.161         2.344
 5040 367.21 415.54 21.314         1.690
 5041 349.41 420.07 21.411  0.872  1.592
 5042 419.40 415.93 20.630  1.333  1.595
 5043 146.47 439.22 21.241         1.638
 5044 133.33 440.98 21.923         2.299
 5045 157.34 439.44 21.456         2.870
 5046 263.76 430.82 21.657         1.063
 5047 258.95 431.49 21.958         2.375
 5048 249.91 433.79 21.938         1.753
 5049 435.27 419.01 21.977         1.775
 5050 288.28 431.54 20.793  1.202  1.777
 5051 247.46 435.47 21.787         2.054
 5052 218.85 439.22 22.383         1.451
 5053 307.92 432.27 20.802  1.026  1.799
 5054 440.14 422.60 18.318  0.976  1.268
 5055 421.51 424.52 21.297  0.001  0.432
 5056 284.07 436.06 21.830         2.033
 5057 451.30 423.86 21.061  1.017  1.712
 5058 246.48 440.83 21.334         2.353
 5059 412.16 427.15 21.925         1.956
 5060 436.45 425.79 19.167  1.309  1.438
 5061 330.24 436.29 21.783 -0.521  1.243
 5062 150.02 451.77 22.276         2.225
 5063 364.15 434.62 20.752  1.187  1.596
 5064 173.84 451.64 20.867  0.983  1.721
 5065 313.02 441.80 20.747  1.413  1.827
 5066 240.48 448.37 21.687         2.328
 5067 368.29 438.41 21.751 -0.040  1.183
 5068 242.91 449.18 21.308  0.643  1.588
 5069 291.06 447.66 20.963  1.060  1.857
 5070 203.24 455.66 21.904         2.723
 5071 175.14 458.87 21.735         1.643
 5072 333.59 446.71 21.327 -0.073  0.452
 5073 166.87 462.42 20.795  1.293  1.627
 5074 327.84 449.29 22.159         2.072
