   ID      X        Y         U       e(U)     B      e(B)     V      e(V)     I      e(I)
 2562   1073.11   947.33    20.244   0.110  20.003   0.056  19.112   0.059  18.007   0.068
 2563   1486.21  1040.58    20.154   0.087  20.003   0.067  19.194   0.056  18.036   0.061
 2564   1577.12  1329.70    20.172   0.095  20.001   0.056  19.271   0.067  18.246   0.094
 2565   1676.07   592.50    20.510   0.119  20.012   0.063  18.781   0.049  17.498   0.043
 2566   1009.94   592.37    20.613   0.127  20.004   0.054  19.356   0.092  17.996   0.069
 2567    158.37   193.90    20.414   0.087  20.008   0.048  19.107   0.087  17.910   0.057
 2568   1928.87    63.94    20.327   0.111  20.012   0.055  19.010   0.078  17.960   0.063
 2569    194.99  1928.07    20.619   0.143  20.010   0.070  19.211   0.076  18.080   0.091
 2570    709.14  1201.11    20.259   0.113  20.012   0.062  19.121   0.056  17.963   0.083
 2571    925.08   113.42    20.386   0.124  20.017   0.068  18.836   0.039  17.316   0.048
 2572    118.52   485.71    20.199   0.106  20.013   0.061  19.129   0.045  17.788   0.049
 2573   1007.53  1357.46    20.398   0.110  20.017   0.064  19.032   0.063  17.998   0.055
 2574    862.40  1185.59    20.604   0.144  20.022   0.075  19.198   0.065  18.130   0.068
 2575    514.80   361.27    20.236   0.067  20.025   0.068  19.052   0.046  17.941   0.061
 2576    547.55   731.57    20.570   0.104  20.022   0.068  19.249   0.089  18.235   0.094
 2577   1530.91  1702.48    20.359   0.138  20.023   0.073  19.176   0.057  17.990   0.080
 2578    527.73  1760.60    20.484   0.111  20.023   0.072  19.286   0.078  18.264   0.091
 2579   1848.28  1007.22    20.764   0.132  20.027   0.064  19.006   0.048  17.823   0.057
 2580    222.70   467.62    20.708   0.182  20.033   0.062  18.992   0.047  17.690   0.063
 2581   1811.85    93.75    20.469   0.076  20.029   0.056  19.218   0.068  17.941   0.066
 2582   1580.93  1164.64    20.425   0.149  20.030   0.081  19.220   0.069  18.140   0.061
 2583   1298.88   309.24    20.219   0.078  20.032   0.074  19.131   0.068  18.026   0.066
 2584   1630.41   125.94    20.300   0.066  20.034   0.070  19.131   0.067  17.916   0.062
 2585   1071.89   879.08    20.278   0.085  20.035   0.052  19.192   0.049  17.797   0.046
 2586    696.29   542.51    20.280   0.080  20.035   0.061  19.219   0.069  18.201   0.083
 2587    741.53  1889.23    20.469   0.144  20.035   0.069  19.181   0.075  18.326   0.086
 2588   1245.96  1855.67    20.304   0.088  20.036   0.062  19.236   0.091  18.249   0.087
 2589   1226.20   744.67    20.559   0.130  20.039   0.061  19.198   0.059  17.995   0.063
 2590   1600.64    36.03    20.388   0.109  20.042   0.106  19.150   0.052  17.900   0.074
 2591   1901.55   849.24    20.648   0.172  20.046   0.080  18.979   0.054  17.743   0.084
 2592   1892.59   237.14    20.404   0.084  20.048   0.067  19.250   0.052  18.154   0.074
 2593   1557.29  2035.41    20.351   0.088  20.047   0.071  19.336   0.059  18.339   0.071
 2594   1759.24   884.69    20.692   0.123  20.051   0.063  19.297   0.066  18.003   0.077
 2595   1953.43   503.31    20.410   0.106  20.056   0.070  19.014   0.064  17.853   0.069
 2596    841.41   314.46    20.439   0.109  20.053   0.069  19.225   0.076  18.098   0.069
 2597   1156.37  1031.56    20.677   0.100  20.056   0.083  19.173   0.055  18.037   0.071
 2598   1822.02  1462.90    20.261   0.086  20.055   0.055  19.306   0.062  18.322   0.082
 2599   1884.08  1965.76    20.583   0.129  20.057   0.050  19.240   0.077  18.110   0.083
 2600   1674.36  2040.50    20.066   0.075  20.060   0.089  19.064   0.043  17.904   0.080
 2601    772.36  1170.59    20.092   0.100  20.063   0.056  19.106   0.053  18.020   0.066
 2602    419.85   615.70    20.291   0.092  20.067   0.074  19.013   0.063  17.860   0.065
 2603    848.91   127.64    20.451   0.114  20.071   0.062  19.026   0.056  17.710   0.062
 2604   1229.30  1168.28    20.401   0.139  20.073   0.071  18.982   0.044  17.851   0.070
 2605    673.26   527.04    20.824   0.188  20.080   0.067  18.802   0.038  17.287   0.037
 2606   1138.63  1382.01    20.359   0.131  20.080   0.068  19.109   0.056  17.835   0.058
 2607    627.47   703.38    20.053   0.066  20.079   0.072  19.241   0.064  18.297   0.107
 2608    922.64  1168.01    20.375   0.125  20.082   0.051  19.153   0.064  18.208   0.077
 2609   1703.87   176.56    20.487   0.119  20.084   0.060  19.020   0.044  17.717   0.054
 2610   1377.60   943.74    20.187   0.082  20.082   0.064  19.163   0.045  18.199   0.070
 2611    827.70   756.08    20.667   0.138  20.080   0.080  19.305   0.061  18.166   0.053
 2612   1632.40  1142.67    20.442   0.086  20.089   0.059  18.958   0.048  17.810   0.064
 2613   1881.69   205.27    20.195   0.086  20.085   0.066  19.223   0.077  18.071   0.068
 2614    460.92  1336.03    20.350   0.127  20.084   0.076  19.349   0.117  18.299   0.170
 2615    608.55   106.42    20.169   0.109  20.088   0.058  19.050   0.063  17.698   0.045
 2616   1409.22    40.44    20.305   0.110  20.088   0.064  19.055   0.059  17.853   0.069
 2617   1160.98  1392.33    20.609   0.127  20.087   0.075  19.228   0.085  18.099   0.083
 2618   1375.79   775.62    20.130   0.088  20.088   0.066  19.127   0.046  18.274   0.079
 2619   1324.68  1806.36    20.446   0.109  20.087   0.080  19.214   0.058  18.099   0.074
 2620    166.30    26.07    20.460   0.109  20.087   0.081  19.247   0.053  18.036   0.082
 2621   1959.69   908.15    20.523   0.129  20.088   0.085  19.257   0.072  18.226   0.083
 2622   1044.42   579.34    20.432   0.111  20.091   0.051  19.169   0.059  18.113   0.081
 2623   1491.01   410.81    20.307   0.080  20.092   0.068  19.132   0.068  17.897   0.070
 2624    872.10  1318.15    20.562   0.128  20.098   0.082  18.975   0.044  17.767   0.061
 2625   1863.97   217.64    20.572   0.108  20.094   0.055  19.295   0.049  18.077   0.077
 2626   1189.28   912.92    20.580   0.170  20.098   0.079  19.158   0.078  18.087   0.112
 2627   1932.51  1200.44    20.510   0.112  20.100   0.073  19.085   0.066  17.673   0.038
 2628   1131.74  1881.75    20.382   0.123  20.099   0.066  19.218   0.061  18.130   0.095
 2629    188.09  1802.32    20.244   0.105  20.096   0.068  19.366   0.072  18.208   0.091
 2630   1933.36  1237.69    20.610   0.105  20.102   0.061  19.229   0.068  18.001   0.084
 2631   1523.16   915.47    20.256   0.105  20.104   0.071  19.214   0.066  18.201   0.094
 2632   1212.79    94.13    20.647   0.122  20.107   0.068  19.044   0.056  17.858   0.063
 2633    953.16   788.79    20.371   0.115  20.106   0.059  19.114   0.052  17.812   0.054
 2634    795.58   149.18    20.561   0.142  20.111   0.061  18.918   0.054  17.557   0.077
 2635    169.22    32.03    20.320   0.087  20.105   0.064  19.274   0.090  17.878   0.053
 2636   1853.48  1186.86    20.688   0.155  20.109   0.080  19.157   0.052  18.091   0.068
 2637    479.48  1621.98    20.459   0.093  20.109   0.069  19.270   0.072  18.270   0.095
 2638   1497.97  1725.05    20.052   0.104  20.110   0.065  19.293   0.073  18.087   0.073
 2639    915.91  1945.64    20.508   0.146  20.113   0.087  19.254   0.064  18.058   0.083
 2640    473.29   686.60    20.240   0.090  20.111   0.066  19.461   0.066  18.378   0.083
 2641   1659.37  1019.89    20.278   0.094  20.115   0.073  19.220   0.052  18.096   0.092
 2642    423.97  1023.89    20.421   0.122  20.115   0.063  19.230   0.057  18.166   0.082
 2643    535.65  1355.40    20.596   0.140  20.116   0.071  19.337   0.084  18.107   0.064
 2644   1482.34  1338.87    20.662   0.108  20.120   0.064  19.313   0.064  18.131   0.078
 2645    313.82  1706.78    20.457   0.101  20.118   0.087  19.429   0.081  18.446   0.093
 2646   1649.82   754.22    20.252   0.102  20.119   0.092  19.381   0.080  18.290   0.080
 2647   1667.59  1295.23    20.378   0.114  20.119   0.084  19.445   0.074  18.418   0.104
 2648   1056.01  1247.59    20.375   0.080  20.123   0.078  19.207   0.059  17.988   0.077
 2649   1046.61  1061.67    20.662   0.144  20.125   0.094  19.216   0.053  18.259   0.105
 2650   1408.44   250.75    20.710   0.112  20.123   0.068  19.331   0.073  18.258   0.095
 2651   1414.58   902.82    20.373   0.081  20.124   0.066  19.337   0.064  18.340   0.071
 2652   1482.84    17.39    20.406   0.107  20.126   0.056  19.307   0.051  18.112   0.094
 2653   1975.67  1971.52    20.326   0.101  20.126   0.063  19.406   0.076  18.443   0.103
 2654   1591.51  1285.49    20.126   0.091  20.131   0.086  19.205   0.061  18.046   0.083
 2655    591.48   485.66    20.548   0.106  20.131   0.066  19.243   0.050  18.101   0.086
 2656   1720.86   921.74    20.542   0.120  20.130   0.064  19.334   0.076  18.004   0.068
 2657   1440.21  1022.46    20.391   0.077  20.145   0.053  19.264   0.056  18.294   0.093
 2658   1883.78  1701.43    20.424   0.101  20.146   0.058  19.336   0.067  18.316   0.069
 2659   1566.52  1560.98    20.437   0.130  20.148   0.073  19.345   0.073  18.020   0.085
 2660   1013.60  1014.10    20.508   0.123  20.155   0.066  19.207   0.059  18.051   0.072
 2661    859.60  1196.43    20.450   0.135  20.156   0.058  19.348   0.061  18.247   0.095
 2662    541.49  1434.95    20.589   0.122  20.161   0.083  19.143   0.046  17.897   0.067
 2663    979.03   380.23    20.633   0.116  20.163   0.064  19.315   0.061  18.315   0.089
 2664    384.00  1165.24    20.487   0.122  20.166   0.080  19.235   0.054  18.159   0.081
 2665   1078.35  1665.12    20.057   0.110  20.167   0.073  19.243   0.074  18.242   0.073
 2666    468.83   204.99    20.379   0.131  20.167   0.061  19.236   0.067  18.040   0.082
 2667    165.31   613.55    20.562   0.152  20.172   0.076  19.249   0.070  18.079   0.059
 2668    558.35  1214.06    20.531   0.114  20.173   0.083  19.218   0.058  18.248   0.088
 2669   1365.42  1684.28    20.429   0.096  20.180   0.060  19.109   0.053  18.012   0.082
 2670    439.39   255.15    20.677   0.135  20.180   0.084  19.230   0.062  18.209   0.085
 2671   1194.71  1311.30    20.570   0.122  20.183   0.066  19.333   0.085  18.228   0.079
 2672   1036.92  1934.59    20.612   0.140  20.184   0.066  19.392   0.066  18.293   0.069
 2673   1572.67    93.99    20.615   0.090  20.185   0.060  19.403   0.089  18.273   0.079
 2674     20.61   683.39    20.712   0.161  20.188   0.085  19.355   0.075  18.155   0.089
 2675   1323.42  1769.60    20.679   0.146  20.193   0.080  19.320   0.058  18.060   0.084
 2676   1783.89  1929.44    20.240   0.093  20.205   0.070  19.425   0.068  18.561   0.101
 2677   1906.98  1567.48    20.669   0.144  20.204   0.080  19.516   0.075  18.349   0.083
 2678   1441.11  1123.87    20.443   0.110  20.212   0.088  19.288   0.059  18.192   0.074
 2679   1051.07   959.27    20.417   0.096  20.223   0.071  19.306   0.069  18.067   0.059
 2680   1101.58  1023.77    20.335   0.116  20.234   0.067  19.177   0.071  18.095   0.097
 2681    543.01  1590.77    20.491   0.135  20.230   0.075  19.429   0.081  18.622   0.149
 2682   1386.77  1894.99    21.030   0.207  20.234   0.074  19.182   0.049  17.922   0.071
 2683    429.88  1219.83    20.312   0.082  20.233   0.061  19.308   0.077  18.291   0.094
 2684   1237.38  1269.08    20.666   0.191  20.239   0.076  19.107   0.055  17.750   0.042
 2685   1693.74   326.15    20.302   0.095  20.240   0.080  19.198   0.046  17.835   0.065
 2686    188.88  1620.15    20.365   0.105  20.238   0.070  19.276   0.070  18.259   0.101
 2687   1330.85  1631.23    20.615   0.153  20.239   0.058  19.292   0.046  18.178   0.069
 2688    925.02   753.20    20.499   0.117  20.238   0.065  19.355   0.065  18.145   0.075
 2689   1367.10  1119.18    21.052   0.200  20.252   0.065  19.300   0.057  17.999   0.062
 2690   1277.54  1189.55    20.558   0.125  20.250   0.043  19.417   0.071  18.111   0.078
 2691    952.35   561.64    20.313   0.095  20.255   0.071  19.316   0.063  18.332   0.087
 2692   1683.50     8.71    20.637   0.127  20.254   0.062  19.512   0.090  18.445   0.100
 2693   1912.45  1312.60    20.393   0.118  20.260   0.079  19.533   0.077  18.454   0.094
 2694   1220.93  1789.37    20.495   0.085  20.267   0.072  19.627   0.102  18.600   0.120
 2695   1594.07   146.51    20.448   0.111  20.276   0.081  19.225   0.065  18.015   0.065
 2696   1070.99  2019.49    20.646   0.154  20.276   0.053  19.270   0.063  18.286   0.088
 2697   1799.32   411.70    20.597   0.129  20.276   0.083  19.401   0.066  18.244   0.070
 2698    249.25  1472.34    20.268   0.122  20.276   0.083  19.453   0.072  18.327   0.074
 2699     31.48   267.95    20.936   0.158  20.282   0.074  19.258   0.051  17.742   0.072
 2700    832.36  1223.43    20.525   0.133  20.287   0.083  19.350   0.056  18.082   0.075
 2701    952.67  1340.47    20.871   0.140  20.289   0.068  19.468   0.060  18.260   0.068
 2702    465.23   568.36    20.601   0.168  20.296   0.096  19.369   0.068  18.218   0.071
 2703   1353.50   505.05    20.351   0.129  20.296   0.087  19.497   0.089  18.262   0.084
 2704   1813.66   280.44    20.317   0.083  20.300   0.081  19.450   0.067  18.464   0.107
 2705    954.30   515.69    20.269   0.106  20.300   0.093  19.447   0.064  18.388   0.087
 2706    746.10   590.12    20.611   0.117  20.301   0.081  19.472   0.068  18.259   0.066
 2707   1313.28   795.69    21.310   0.194  20.301   0.084  19.545   0.064  18.409   0.109
 2708    739.95  1154.24    20.687   0.153  20.304   0.089  19.456   0.077  18.520   0.122
 2709   1405.85  1823.54    20.573   0.119  20.304   0.071  19.603   0.097  18.449   0.115
 2710   1000.17  1302.86    20.658   0.141  20.316   0.078  19.433   0.090  18.477   0.084
 2711   1994.52   603.83    20.783   0.182  20.319   0.100  19.338   0.071  18.061   0.077
 2712    910.98  1729.12    20.520   0.134  20.321   0.085  19.503   0.084  18.240   0.084
 2713   1853.71  1967.59    20.683   0.132  20.328   0.066  19.504   0.064  18.554   0.099
 2714   1042.45    73.31    20.295   0.113  20.333   0.089  19.390   0.067  18.167   0.057
 2715   1379.90  1283.92    20.857   0.182  20.333   0.094  19.441   0.092  18.392   0.058
 2716     17.29  1130.38    21.255   0.232  20.338   0.098  19.275   0.069  17.948   0.057
 2717   1864.41   521.46    20.742   0.140  20.337   0.085  19.324   0.065  18.022   0.073
 2718   1030.14   206.85    20.869   0.138  20.353   0.078  19.492   0.059  18.269   0.095
 2719    801.65   276.45    20.626   0.149  20.355   0.072  19.424   0.054  18.252   0.075
 2720   1761.44   995.89    20.263   0.136  20.355   0.085  19.404   0.059  18.349   0.085
 2721   1350.80  1887.20    20.288   0.115  20.357   0.075  19.372   0.071  18.337   0.093
 2722   1963.86   951.46    20.682   0.155  20.362   0.099  19.455   0.055  18.258   0.102
 2723    332.18  1205.70    20.583   0.120  20.367   0.107  19.400   0.070  18.317   0.104
 2724   1031.09  1509.34    20.594   0.127  20.370   0.072  19.443   0.074  18.294   0.101
 2725    837.63  1037.66    20.513   0.110  20.372   0.093  19.303   0.077  18.163   0.100
 2726   1820.80  1448.41    20.667   0.154  20.370   0.080  19.543   0.064  18.450   0.093
 2727    902.56  1085.61    20.553   0.152  20.376   0.071  19.432   0.064  18.294   0.108
 2728    298.61  1835.82    20.377   0.105  20.377   0.090  19.534   0.082  18.570   0.132
 2729   1461.81  1207.20    20.997   0.198  20.390   0.083  19.589   0.095  18.367   0.093
 2730   1300.09   334.46    20.539   0.127  20.397   0.082  19.326   0.041  18.085   0.063
 2731   1432.14  1669.78    20.500   0.132  20.395   0.080  19.621   0.083  18.479   0.104
 2732   1504.74  1467.88    20.848   0.159  20.404   0.098  19.637   0.089  18.474   0.101
 2733    884.04  1079.21    20.273   0.095  20.414   0.082  19.375   0.061  18.256   0.068
 2734    391.04   407.25    21.003   0.175  20.424   0.098  19.469   0.061  18.021   0.090
 2735   1410.74  1894.55    20.563   0.139  20.434   0.101  19.657   0.086  18.575   0.106
 2736    970.36  1155.52    20.975   0.196  20.441   0.099  19.552   0.085  18.341   0.100
 2737   1737.79  1698.88    20.892   0.177  20.445   0.104  19.415   0.071  18.196   0.096
 2738    946.56   206.38    20.478   0.100  20.448   0.098  19.453   0.082  18.239   0.074
 2739   1741.44  1619.70    20.419   0.112  20.447   0.102  19.831   0.100  18.668   0.137
 2740   1250.56  1044.12    21.006   0.232  20.457   0.115  19.395   0.068  18.160   0.069
 2741   1832.31   686.55    20.602   0.097  20.460   0.076  19.615   0.081  18.387   0.101
 2742    398.04  1377.75    20.189   0.080  20.470   0.108  19.624   0.084  18.492   0.095
 2743    881.87  1153.55    18.857   0.061  20.493   0.216  18.301   0.069  17.029   0.079
 2744   1584.90   991.34    20.368   0.151  20.482   0.096  19.507   0.082  18.481   0.095
 2745   1967.15  1780.73    20.532   0.127  20.483   0.098  19.768   0.111  18.793   0.125
 2746    679.41  1010.53    20.588   0.175  20.491   0.102  19.415   0.074  18.281   0.090
