334 402.70 265.75 19.650         0.581 0.387 0.807       0.027 0.025 0.021 0.026
335 411.03  61.67 19.810         0.644 0.396 0.782       0.030 0.025 0.023 0.033
336 413.30 162.21 18.787         0.576 0.305 0.677       0.015 0.012 0.017 0.018
337 414.70 171.35 20.014         0.689 0.377 0.798       0.039 0.029 0.030 0.033
338 415.55 369.06 19.273         0.796 0.351 0.835       0.026 0.020 0.023 0.032
339 419.19  12.02 19.915         0.813 0.497 0.964       0.040 0.026 0.022 0.026
340 420.14 449.24 16.915         0.741 0.397 0.816       0.014 0.018 0.011 0.014
341 422.43 131.85 13.516         0.540 0.360 0.688       0.010 0.003 0.004 0.004
342 426.37  14.78 17.602         0.961 0.545 1.041       0.011 0.011 0.011 0.031
343 427.12 113.25 19.847         0.599 0.388 0.862       0.035 0.028 0.023 0.028
344 427.74 258.17 19.260         0.635 0.402 0.765       0.016 0.017 0.019 0.022
345 430.02  93.70 18.739         0.843 0.533 1.092       0.018 0.012 0.014 0.014
346 431.44 322.70 18.064         0.669 0.406 0.812       0.009 0.012 0.010 0.019
347 437.18 146.43 19.263         1.021 0.368 0.757       0.050 0.018 0.020 0.023
348 437.41 341.46 19.551         0.642 0.400 0.797       0.020 0.020 0.022 0.035
349 442.51 325.23 19.972         0.461 0.562 1.048       0.035 0.030 0.017 0.022
350 448.32 225.32 20.415         0.685 0.371 0.825       0.053 0.034 0.030 0.040
351 453.92 311.18 21.178         0.880 0.409 1.256       0.113 0.070 0.117 0.095
352 454.01 450.82 21.567         0.814 0.468 1.155       0.119 0.114 0.098 0.122
353 456.40 367.56 21.373         0.914 0.342 0.950       0.153 0.080 0.128 0.074
354 462.38  55.53 20.917         0.918 0.487 0.958       0.088 0.057 0.052 0.062
355 466.27 150.33 18.809         0.589 0.342 0.729       0.014 0.014 0.012 0.016
356 466.43 381.10 19.867         0.827 0.369 0.860       0.037 0.030 0.025 0.027
357 475.73 264.51 16.624         0.728 0.482 0.899       0.017 0.013 0.012 0.013
358 478.56 105.50 18.548         0.564 0.340 0.738       0.014 0.011 0.014 0.016
359 482.69 287.43 17.710         0.422 1.001 1.460       0.011 0.020 0.013 0.013
360 483.23 136.57 21.033         0.952 0.422 0.848       0.084 0.065 0.052 0.068
361 487.95  76.56 18.630         0.476 0.884 1.339       0.014 0.019 0.011 0.011
362 492.33 349.58 19.424         0.698 0.315 1.082       0.022 0.023 0.015 0.122
363 493.30  19.46 19.175         1.089 0.664 1.272       0.025 0.018 0.016 0.014
364 497.61  70.08 19.509         0.863 0.411 1.011       0.107 0.108 0.172 0.167
365 500.62 267.17 16.589         0.743 0.440 0.879       0.011 0.007 0.008 0.014
