175 226.59 214.49 16.852         0.361 0.243 0.464       0.015 0.011 0.020 0.017
176 226.62  59.45 18.893         0.716 0.313 0.707       0.018 0.027 0.015 0.017
177 227.65 437.71 19.569         1.691 1.008 2.298       0.050 0.019 0.015 0.014
178 228.35 195.49 19.333         0.677 0.400 0.730       0.020 0.018 0.016 0.020
179 228.64 181.77 19.808         0.744 0.321 0.791       0.032 0.024 0.026 0.031
180 228.89 145.91 19.026         0.660 0.334 0.729       0.017 0.014 0.015 0.015
181 229.61 236.13 17.631         0.867 0.531 1.087       0.036 0.020 0.028 0.023
182 230.05 177.36 20.229         0.527 0.551 0.922       0.033 0.038 0.028 0.031
183 230.88  95.61 13.673         1.059 0.593 1.130       0.005 0.004 0.003 0.003
184 231.20 244.60 18.272         0.635 0.421 0.814       0.022 0.013 0.011 0.011
185 233.32 252.73 19.644         0.683 0.385 0.786       0.032 0.018 0.019 0.027
186 234.09 367.42 19.857         0.687 0.445 0.839       0.035 0.033 0.029 0.024
187 235.25 186.60 18.803         0.604 0.368 0.707       0.024 0.021 0.027 0.029
188 235.51 211.15 14.796         1.366 0.769 1.429       0.014 0.008 0.006 0.006
189 235.96 202.98 18.168         0.651 0.363 0.760       0.012 0.010 0.013 0.016
190 236.46 114.82 17.539         0.882 0.479 0.964       0.011 0.008 0.010 0.015
191 236.57 165.72 19.085         0.614 0.354 0.780       0.018 0.014 0.013 0.067
192 236.58 208.20 16.181         1.136 0.641 1.222       0.012 0.008 0.010 0.011
193 237.13 328.48 19.494         0.803 0.748 1.291       0.071 0.079 0.133 0.173
194 237.80 318.28 19.819         0.926 0.666 1.236       0.027 0.026 0.026 0.026
195 238.09 236.89 19.327         0.756 0.390 0.759       0.041 0.023 0.033 0.024
196 238.31 285.89 20.138         0.742 0.478 0.957       0.042 0.030 0.030 0.035
197 238.62 467.77 20.159         0.953 0.371 0.848       0.046 0.033 0.035 0.043
198 238.76 274.70 19.246         0.634 0.368 0.771       0.024 0.015 0.014 0.023
199 238.85 221.68 16.767         0.886 0.536 1.036       0.038 0.026 0.021 0.020
200 239.55 474.96 19.300         0.727 0.356 0.782       0.022 0.022 0.016 0.024
201 240.24 267.17 16.930         1.064 0.590 1.164       0.011 0.007 0.009 0.013
202 240.70 441.44 20.028         0.715 0.414 0.920       0.043 0.030 0.026 0.046
203 240.84 315.16 19.157         0.854 0.569 1.028       0.020 0.015 0.014 0.016
204 241.41 424.70 19.324         0.689 0.382 0.798       0.016 0.023 0.014 0.029
205 242.12 273.88 18.519         0.631 0.380 0.792       0.019 0.013 0.014 0.016
206 243.07 227.31 16.349         1.478 0.556 1.074       0.021 0.013 0.019 0.009
207 243.09 281.72 17.443         1.006 0.574 1.109       0.010 0.009 0.009 0.011
208 244.10 138.49 18.862         0.587 0.372 0.706       0.014 0.014 0.013 0.018
209 244.37 201.15 16.904         0.581 0.380 0.757       0.013 0.009 0.014 0.015
210 245.96 457.01 18.408         0.853 0.360 0.812       0.017 0.018 0.013 0.019
211 246.59 143.95 19.674         0.730 0.431 0.808       0.026 0.023 0.021 0.023
212 248.34 263.21 19.620         0.743 0.417 0.882       0.031 0.016 0.020 0.023
213 248.67 221.41 16.948         0.424 0.252 0.525       0.023 0.006 0.012 0.011
214 249.13 272.65 18.303         0.634 0.379 0.809       0.014 0.012 0.010 0.017
215 250.17 238.48 18.845         0.729 0.358 0.716       0.014 0.014 0.015 0.016
216 250.20 136.17 20.411         0.882 0.450 0.847       0.059 0.030 0.036 0.053
217 250.76  76.97 21.117         0.957 0.374 1.036       0.120 0.058 0.061 0.053
218 250.96 485.53 21.231         1.113 0.477 1.169       0.126 0.070 0.059 0.073
219 252.16 130.32 19.724         0.748 0.348 0.719       0.020 0.022 0.022 0.032
220 252.32 230.61 21.163         1.296 0.649 1.045       0.180 0.081 0.053 0.090
221 252.70  75.60 16.934         0.629 0.376 0.736       0.014 0.014 0.014 0.017
222 253.14 110.42 18.001         0.429 0.280 0.588       0.013 0.012 0.016 0.022
223 253.16 321.77 18.424         0.612 0.364 0.751       0.015 0.010 0.011 0.014
224 254.12  41.16 18.204         0.679 0.350 0.729       0.023 0.010 0.015 0.018
225 255.46 263.47 20.605         0.800 0.609 0.916       0.071 0.049 0.025 0.042
226 255.74 224.69 15.143         1.303 0.716 1.353       0.021 0.011 0.008 0.006
227 255.97 232.85 20.315         0.953 0.590 0.877       0.059 0.039 0.028 0.033
228 256.08 225.15 18.170         0.666 0.405 0.804       0.030 0.008 0.011 0.014
229 257.28 377.19 21.592         0.890 0.605 1.231       0.162 0.100 0.080 0.089
230 258.11 242.77 20.287         0.754 0.413 0.875       0.050 0.033 0.029 0.034
231 258.80  47.92 17.715         0.581 0.309 0.650       0.016 0.010 0.011 0.014
232 259.22 254.18 18.970         0.622 0.426 0.818       0.017 0.013 0.019 0.023
233 259.47 159.59 15.750         1.078 0.614 1.152       0.009 0.008 0.007 0.007
234 259.66 281.61 19.118         0.132 0.785 1.141       0.019 0.034 0.012 0.017
235 260.94 340.84 20.806         0.935 0.413 0.873       0.075 0.049 0.041 0.064
236 262.36 393.58 18.712         0.837 0.411 0.894       0.014 0.017 0.013 0.013
237 262.79 491.70 17.426         1.239 0.673 1.328       0.008 0.019 0.013 0.017
238 263.98  93.78 18.999         0.377 0.608 0.980       0.013 0.027 0.031 0.040
239 264.70 116.47 18.848         0.553 0.368 0.701       0.019 0.012 0.012 0.018
240 265.03 165.48 19.492         0.667 0.363 0.775       0.034 0.021 0.023 0.022
241 266.61 183.83 20.221         0.865 0.350 0.813       0.079 0.072 0.077 0.115
242 268.06 210.68 20.112         0.472 0.589 1.125       0.032 0.046 0.027 0.051
243 268.40 198.37 20.341         0.825 0.475 0.924       0.047 0.037 0.027 0.041
244 268.45 125.13 20.059         0.550 0.427 0.772       0.029 0.035 0.031 0.036
245 269.20 241.15 18.422         0.611 0.367 0.716       0.020 0.009 0.015 0.019
246 270.93 474.40 20.953         0.613 0.660 0.942       0.066 0.053 0.045 0.095
247 271.03 248.88 18.380         0.723 0.266 0.765       0.024 0.011 0.014 0.012
248 271.52 237.42 18.866         0.451 0.360 0.735       0.041 0.026 0.040 0.036
249 271.72 328.76 18.125         0.613 0.383 0.783       0.011 0.009 0.010 0.011
250 271.97 295.85 20.567         0.951 0.446 0.958       0.059 0.039 0.042 0.040
251 273.74 241.68 19.946         0.291 0.265 0.801       0.101 0.075 0.143 0.114
252 275.33 369.88 20.012         0.723 0.420 0.837       0.035 0.023 0.024 0.027
253 277.49 167.59 21.194         1.211 0.444 1.102       0.121 0.074 0.065 0.107
254 277.68  78.19 16.918         0.621 0.364 0.738       0.011 0.006 0.007 0.013
255 279.55 123.21 21.175         1.120 0.532 1.131       0.127 0.071 0.067 0.058
256 280.21 156.20 20.030         0.817 0.431 0.858       0.037 0.028 0.029 0.028
257 280.46 227.67 15.152         1.291 0.727 1.378       0.005 0.008 0.011 0.014
258 280.89 415.44 18.791         0.975 0.502 0.963       0.019 0.015 0.014 0.016
259 281.38 191.31 18.478         0.600 0.351 0.713       0.012 0.011 0.014 0.017
260 281.59 176.58 19.860         1.436 0.975 2.045       0.042 0.035 0.026 0.024
261 283.05 214.13 18.115         0.662 0.385 0.754       0.010 0.009 0.010 0.021
262 283.19  23.83 19.656         1.006 0.541 1.120       0.031 0.021 0.015 0.018
263 284.21 162.35 15.726         1.071 0.599 1.167       0.008 0.006 0.009 0.013
264 284.37 104.69 20.372         0.803 0.313 0.821       0.052 0.029 0.079 0.050
265 284.59 363.28 19.717         0.700 0.386 0.881       0.021 0.022 0.028 0.024
266 285.72 129.33 18.620         0.239 0.734 1.067       0.013 0.012 0.010 0.013
267 286.59 296.96 21.161         0.823 0.610 0.948       0.096 0.090 0.051 0.059
268 286.72 190.73 20.914         1.081 0.536 1.025       0.097 0.044 0.055 0.063
269 287.43  84.89 21.321         0.713 0.311 0.974       0.122 0.076 0.099 0.094
270 287.76 309.65 20.000         0.768 0.405 0.919       0.041 0.029 0.033 0.035
271 288.40 411.79 21.108         0.905 0.411 0.935       0.113 0.071 0.073 0.072
272 289.74 293.33 20.037         0.731 0.340 0.827       0.038 0.029 0.026 0.031
273 289.86 266.58 20.054         0.680 0.330 0.821       0.041 0.026 0.030 0.048
274 291.38 196.97 19.502         0.689 0.366 0.715       0.021 0.019 0.021 0.021
275 292.31 193.24 18.502         0.575 0.357 0.706       0.010 0.013 0.012 0.016
276 293.54 177.25 19.292         0.828 0.509 1.028       0.024 0.016 0.017 0.016
277 295.31 439.65 18.768         0.644 0.311 0.749       0.015 0.017 0.013 0.016
278 296.90 413.17 20.360         0.722 0.443 0.854       0.060 0.032 0.038 0.047
279 297.54 120.00 19.858         0.645 0.381 0.760       0.032 0.024 0.028 0.030
280 298.05 308.87 18.499         0.626 0.346 0.745       0.011 0.009 0.010 0.016
281 300.79 258.41 18.255         0.615 0.366 0.752       0.015 0.010 0.014 0.013
282 300.94 254.52 18.219         0.612 0.390 0.779       0.018 0.008 0.015 0.021
283 301.83 138.04 19.905         0.883 0.427 0.764       0.039 0.026 0.026 0.029
284 302.18 401.87 18.937         0.696 0.371 0.760       0.015 0.017 0.015 0.018
285 302.98 165.24 18.311         0.600 0.339 0.728       0.013 0.008 0.008 0.014
286 303.30 174.63 18.942         0.555 0.369 0.734       0.017 0.017 0.015 0.015
287 304.58 121.20 15.998         1.048 0.621 1.170       0.032 0.009 0.009 0.007
288 304.70 202.27 19.989         0.996 0.304 0.832       0.057 0.022 0.036 0.026
289 308.88 231.87 20.186         0.497 0.481 0.856       0.056 0.032 0.023 0.033
290 314.74 149.90 20.105         0.804 0.411 0.887       0.050 0.026 0.026 0.027
291 316.04 271.23 21.304         0.751 0.545 1.158       0.106 0.077 0.080 0.068
292 318.08 101.54 19.431         0.716 0.465 0.919       0.026 0.018 0.024 0.046
293 323.96 255.24 20.778         0.792 0.590 1.128       0.073 0.052 0.046 0.042
294 324.46  74.34 17.343         1.467 0.570 1.097       0.020 0.010 0.012 0.014
295 324.70 314.57 16.850         0.682 0.421 0.821       0.015 0.013 0.013 0.014
296 324.79 279.53 20.308         0.719 0.483 0.876       0.040 0.034 0.028 0.040
297 327.08 220.01 18.508         0.615 0.360 0.750       0.017 0.010 0.010 0.015
298 327.86  21.92 19.561         0.634 0.387 0.772       0.027 0.021 0.017 0.021
299 329.55 123.79 15.981         1.027 0.616 1.185       0.009 0.008 0.012 0.015
300 329.80 114.77 19.684         0.688 0.325 0.702       0.033 0.023 0.019 0.026
301 334.05  71.89 20.460         0.928 0.472 0.933       0.063 0.040 0.041 0.056
302 336.97 421.24 21.668         0.515 0.712 1.206       0.130 0.100 0.070 0.101
303 340.68 215.77 19.330         0.863 0.474 1.005       0.021 0.018 0.016 0.024
304 340.83 406.54 20.242         0.733 0.478 0.866       0.038 0.040 0.034 0.034
305 340.84 103.87 20.065         0.714 0.291 0.788       0.034 0.032 0.028 0.045
306 341.27  30.68 20.122         1.010 0.564 1.163       0.048 0.038 0.023 0.035
307 342.08 224.51 20.166         0.692 0.435 0.885       0.039 0.027 0.030 0.033
308 343.29 248.30 18.391         0.937 0.509 1.019       0.013 0.010 0.010 0.015
309 343.71 237.78 20.784         0.921 0.503 0.950       0.083 0.050 0.041 0.064
310 344.89 175.63 20.975         0.906 0.449 1.053       0.093 0.051 0.059 0.049
311 345.21 155.65 19.845         0.607 0.391 0.783       0.029 0.023 0.024 0.027
312 346.08  72.78 21.434         1.026 0.484 1.049       0.179 0.103 0.064 0.092
313 347.02 332.72 19.292         0.685 0.348 0.772       0.023 0.014 0.015 0.018
314 347.13 214.04 20.209         0.638 0.458 0.841       0.040 0.030 0.024 0.042
315 349.46 317.40 16.815         0.676 0.401 0.797       0.009 0.009 0.010 0.011
316 351.55 140.06 20.194         0.850 0.514 1.076       0.043 0.030 0.028 0.032
317 351.87 121.94 19.491         0.669 0.338 0.783       0.026 0.019 0.018 0.022
318 362.81 252.76 19.539         0.716 0.380 0.734       0.027 0.018 0.020 0.024
319 364.68 279.30 19.808         0.704 0.482 0.965       0.027 0.019 0.022 0.031
320 365.83 137.94 18.511         0.577 0.358 0.732       0.012 0.009 0.011 0.013
321 373.42  81.26 19.698         0.652 0.349 0.816       0.028 0.022 0.024 0.021
322 374.22 128.65 19.616         0.798 0.396 0.915       0.028 0.023 0.024 0.027
323 376.42 258.13 19.447         0.998 0.537 1.046       0.029 0.021 0.019 0.020
324 377.20   8.17 18.429         0.899 0.505 1.038       0.014 0.009 0.015 0.019
325 379.55 458.91 19.902         0.756 0.480 0.932       0.030 0.035 0.024 0.035
326 380.79 275.22 18.517         0.930 0.361 0.743       0.017 0.008 0.012 0.012
327 383.21 168.42 17.858         0.696 0.433 0.840       0.008 0.008 0.010 0.013
328 385.97 363.96 20.510         0.668 0.525 1.011       0.057 0.036 0.034 0.034
329 387.94 238.30 18.201         0.737 0.428 0.868       0.012 0.010 0.010 0.013
330 389.23 466.13 19.875         0.764 0.498 1.004       0.033 0.029 0.030 0.033
331 392.91 433.58 20.025         0.680 0.416 0.868       0.039 0.027 0.080 0.036
332 395.54 446.43 16.947         0.746 0.462 0.864       0.014 0.014 0.021 0.014
333 395.98 224.94 18.407         0.550 0.361 0.750       0.012 0.009 0.013 0.015
